id,category_id,technical_requirements,soft_skills,domain_knowledge,education_requirement,experience_level,project_experience
3226,23,"financial, investment, cost, trend analysis, sap, corporate, budgeting, budget, forecasting, cost analysis","financial, time, teamwork, organization, planning, business",,None,Senior,"financial, investment, performance, forecasting, analysis"
3227,23,"communication skills, risk, annual, revenue, audit, power, analytical","communication skills, collaboration, adaptability, planning, business, client, time management, documentation, analytical",,Bachelor,Mid-Level,
3228,23,"powerpoint, excel, sql, risk","decision, decision making, results, business",,None,Senior,"analysis, performance"
3229,23,"internal, risk, financial, analytical thinking, strategic, compliance, sap, budget, audit, data, communication","financial, time, analytical thinking, organization, planning, business, data, communication",,Master,Senior,"financial, performance"
3230,23,"powerpoint, internal, market, financial, risk, strategic, attention, investment, excel, corporate, balance, attention to detail, ifrs, data, analytical, communication","results, financial, collaboration, attention, feedback, time management, attention to detail, data, report, analytical, communication",portfolio,None,Senior,"portfolio, financial, investment, performance, model, report"
3231,23,"powerpoint, excel, sql",,,None,None,
3232,23,"risk, financial, analytical thinking, balance sheet, annual, financial analysis, income, analytical","financial, analytical thinking, critical, business, client, stakeholder, analytical",portfolio,Bachelor,None,"portfolio, financial, analysis, performance"
3233,23,"communication skills, market, data analysis, strategic, analytical thinking, excel, sensitivity, budget, data, income","communication skills, results, analytical thinking, decision making, business, data, decision",,None,Senior,analysis
3234,23,"communication skills, financial, budget planning, cost, oracle, annual, erp, budget, data","communication skills, financial, planning, business, responsibility, learning, data",,None,Mid-Level,"model, financial, analysis"
3235,23,"communication skills, financial, gaap, annual, budgeting, ifrs, forecasting, analytical","communication skills, results, financial, teamwork, business, report, analytical",,None,Senior,"report, financial, forecasting, performance"
3236,23,"powerpoint, communication skills, financial, risk, risk analysis, excel, corporate, annual, gaap, analytical","communication skills, pressure, financial, time, organization, business, client, analytical",portfolio,None,Senior,"portfolio, financial, analysis, performance"
3237,23,"market, investment analysis, financial, risk, strategic, variance analysis, analytical thinking, internal controls, sap, ifrs, audit, data, financial analysis, financial reporting","accountability, results, financial, collaboration, analytical thinking, planning, business, stakeholder, data",,None,Senior,"financial, investment, performance, invest, analysis"
3238,23,"communication skills, risk, financial, investment, data, analytical","communication skills, financial, business, data, analytical",,Bachelor,None,"investment, financial"
3239,23,"internal, market, data analysis, financial, corporate finance, capital, saas, investment, excel, data, financial reporting, communication","results, financial, collaboration, teamwork, organization, feedback, critical, presentation skills, business, client, time management, learning, data, communication",portfolio,None,Intern,"portfolio, financial, automation, investment, analysis"
